dhlabid,title,year,city
200044487,agderposten,1910,Arendal
200217303,bergenstidende,1910,Bergen
203463200,vossavis,1910,
203153778,nordenfjeldsktidende,1910,Levanger
202786827,skandinaven,1910,
200866353,kongsbergdagblad,1910,Kongsberg
202222950,folketidendetrondheimattennittien,1910,Trondheim
202554071,namdalensblad,1910,
200790805,hedemarkensamtstidende,1910,Hamar
203153727,nordenfjeldsktidende,1910,Levanger
203455569,vestfoldsandefjordatten,1910,
203411572,soloerposten,1910,
203198882,stavangeraftenblad,1910,Stavanger
200027889,agder,1910,
201560820,soendretrondhjemsamtstidende,1910,Orkdal
203199051,stavangeraftenblad,1910,Stavanger
203125240,indtrondelagen,1910,
202060012,breviksposten,1910,Porsgrunn
200911581,lillehammertilskuer,1910,Lillehammer
202589617,nordlendingen,1910,
201309822,oeieren,1910,
201993042,arbeidet,1910,Bergen
201152867,nedenaesamtstidende,1910,Risør
203199052,stavangeraftenblad,1910,Stavanger
202023508,bergensaftenbladbergenattenattini,1910,Bergen
200642857,gjengangeren,1910,Horten
201217589,nordlys,1910,Tromsø
201950811,agderposten,1910,Arendal
203411592,soloerposten,1910,
201170428,nordkapp,1910,
204319088,gjoviksbladattenattifire,1910,
202944545,aftenposten,1910,Oslo
202479156,landmandsposten,1910,
200831050,indresmaalenenesavis,1910,Indre Østfold
201534673,selbyggen,1910,Selbu
203302924,buskerudsamtstidendedrammen,1910,
203198998,stavangeraftenblad,1910,Stavanger
203393414,senjensbladnittennullsju,1910,
204539794,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
204466122,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200602405,fremover,1910,Narvik
203528595,aftenpostenukensnytt,1910,
201979110,akersposten,1910,Oslo
201979104,akersposten,1910,Oslo
200694054,gudbrandsdoelen,1910,Lillehammer
203485595,warensardne,1910,
204708383,Laagendalsposten ,1910,Kongsberg
202040871,bergensannoncetidende,1910,
200911582,lillehammertilskuer,1910,Lillehammer
201452088,romerikesblad,1910,Lillestrøm
203153799,nordenfjeldsktidende,1910,Levanger
201797895,trondhjemsadresseavis,1910,Trondheim
202410646,hordalandfolkeblad,1910,Kvam
203396172,skotfosavisnittennullen,1910,
201109435,mosstilskuer,1910,Moss
204293415,vestoplaendingen,1910,
203302859,buskerudsamtstidendedrammen,1910,
200602365,fremover,1910,Narvik
202756597,romsdalstidende,1910,
201035361,morgenbladet,1910,Oslo
203302980,buskerudsamtstidendedrammen,1910,
202239746,fredrikshaldsavis,1910,
200831055,indresmaalenenesavis,1910,Indre Østfold
201194378,nordlandsposten,1910,Bodø
201316096,ofotenstidende,1910,Narvik
202474828,kristiansundspostenatten,1910,
203358790,oevresmaalenene,1910,Indre Østfold
202554095,namdalensblad,1910,
201993070,arbeidet,1910,Bergen
200642854,gjengangeren,1910,Horten
202621910,norskkundgjoerelsestidende,1910,Oslo
201035627,morgenbladet,1910,Oslo
200217598,bergenstidende,1910,Bergen
200311001,dagbladet,1910,Oslo
204433822,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200667740,glommendalen,1910,Kongsvinger
201817129,tvedestrandsposten,1910,Tvedestrand
202609828,nordtroenderen,1910,
202023290,bergensaftenbladbergenattenattini,1910,Bergen
202521429,moldeannonceblad,1910,
201600201,solungen,1910,Kongsvinger
200217524,bergenstidende,1910,Bergen
203411675,soloerposten,1910,
202500276,listerfarsundatten,1910,
200455170,faedrelandsvennen,1910,Kristiansand
200027777,agder,1910,
202474859,kristiansundspostenatten,1910,
201309851,oeieren,1910,
200564482,foerstemai,1910,Stavanger
200866308,kongsbergdagblad,1910,Kongsberg
203302858,buskerudsamtstidendedrammen,1910,
200358280,dagensnytt,1910,
202424199,indlandsposten,1910,
202187057,finmarken,1910,Vardø
201345592,osterdolen,1910,Tynset
201992967,arbeidet,1910,Bergen
200562466,flekkefjordsposten,1910,
203737124,narviktidende,1910,
200928309,lillesandsposten,1910,Lillesand
202410628,hordalandfolkeblad,1910,Kvam
200885965,kysten,1910,Oslo
200601687,fredriksstadtilskuer,1910,Fredrikstad
202410666,hordalandfolkeblad,1910,Kvam
200667870,glommendalen,1910,Kongsvinger
203198817,stavangeraftenblad,1910,Stavanger
203411559,soloerposten,1910,
200601590,fredriksstadtilskuer,1910,Fredrikstad
202541109,mossavis,1910,Moss
203198812,stavangeraftenblad,1910,Stavanger
200310906,dagbladet,1910,Oslo
202944768,aftenposten,1910,Oslo
200886199,kysten,1910,Oslo
202500305,listerfarsundatten,1910,
203198987,stavangeraftenblad,1910,Stavanger
203125261,indtrondelagen,1910,
203942231,salten,1910,
203856287,lofotposten,1910,
203969708,lofotposten,1910,
201833947,valdres,1910,Nord-Aurdal
200455113,faedrelandsvennen,1910,Kristiansand
202944225,aftenposten,1910,Oslo
200455042,faedrelandsvennen,1910,Kristiansand
203185181,ranenstidende,1910,Hemnes
204241555,gudbrandsdalensfolkebladgjoevik,1910,
203463180,vossavis,1910,
203528709,warensardne,1910,
203153723,nordenfjeldsktidende,1910,Levanger
202554076,namdalensblad,1910,
204041135,buskerudsblad,1910,
200311049,dagbladet,1910,Oslo
202790732,soendmoerefolkeblad,1910,
203651203,oerebladet,1910,
204151329,fjordenestidende,1910,
201035412,morgenbladet,1910,Oslo
203358775,oevresmaalenene,1910,Indre Østfold
200831126,indresmaalenenesavis,1910,Indre Østfold
202505789,listerogmandalsamtstidendeogadresseavis,1910,Lindesnes
202642239,oplandenesavis,1910,Hamar
202944884,aftenposten,1910,Oslo
201276541,norgessjoefartstidende,1910,Oslo
202541181,mossavis,1910,Moss
203358779,oevresmaalenene,1910,Indre Østfold
204353222,Hamar Stiftstidende ,1910,Hamar
201035607,morgenbladet,1910,Oslo
202187075,finmarken,1910,Vardø
203358868,oevresmaalenene,1910,Indre Østfold
203153710,nordenfjeldsktidende,1910,Levanger
204598545,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
201798084,trondhjemsadresseavis,1910,Trondheim
202479206,landmandsposten,1910,
200562502,flekkefjordsposten,1910,
200027897,agder,1910,
203117091,indheredsposten,1910,
204318966,gjoviksbladattenattifire,1910,
201217582,nordlys,1910,Tromsø
203899298,nordland,1910,
203463175,vossavis,1910,
200311056,dagbladet,1910,Oslo
200601615,fredriksstadtilskuer,1910,Fredrikstad
203433328,tvedestrandogomegnsavis,1910,
200790949,hedemarkensamtstidende,1910,Hamar
201345526,osterdolen,1910,Tynset
204293406,vestoplaendingen,1910,
202621714,norskkundgjoerelsestidende,1910,Oslo
201974980,akershuspostenlillestroemnitten,1910,Lørenskog
200911586,lillehammertilskuer,1910,Lillehammer
202500358,listerfarsundatten,1910,
204241483,gudbrandsdalensfolkebladgjoevik,1910,
202554122,namdalensblad,1910,
200911532,lillehammertilskuer,1910,Lillehammer
204319116,gjoviksbladattenattifire,1910,
202568281,nordfjord,1910,
201798104,trondhjemsadresseavis,1910,Trondheim
203463202,vossavis,1910,
203117108,indheredsposten,1910,
202181399,farsundsavis,1910,Farsund
203433345,tvedestrandogomegnsavis,1910,
203125150,indtrondelagen,1910,
202452175,jarlsbergoglarviksamtstidende,1910,Larvik
201035427,morgenbladet,1910,Oslo
201992930,arbeidet,1910,Bergen
201163496,nordisktidende,1910,
203691569,lofotposten,1910,
202944945,aftenposten,1910,Oslo
202601687,nordretrondhjemsamtstidende,1910,
204591382,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
202495502,lindesnes,1910,Mandal
202944425,aftenposten,1910,Oslo
203019978,askerogbaerumsbudstikke,1910,Bærum
202554195,namdalensblad,1910,
204480106,Hamar Stiftstidende ,1910,Hamar
200831077,indresmaalenenesavis,1910,Indre Østfold
200886193,kysten,1910,Oslo
202452074,jarlsbergoglarviksamtstidende,1910,Larvik
201345600,osterdolen,1910,Tynset
201797761,trondhjemsadresseavis,1910,Trondheim
202536033,mossaftenblad,1910,
201594580,sognstidend,1910,Sogndal
201817051,tvedestrandsposten,1910,Tvedestrand
201993128,arbeidet,1910,Bergen
200358130,dagensnytt,1910,
201833943,valdres,1910,Nord-Aurdal
203153801,nordenfjeldsktidende,1910,Levanger
202756598,romsdalstidende,1910,
201109347,mosstilskuer,1910,Moss
202554130,namdalensblad,1910,
200253778,bratsbergdemokraten,1910,Skien
200562524,flekkefjordsposten,1910,
202944262,aftenposten,1910,Oslo
202242373,fredrikshaldstilskuer,1910,Halden
203749260,aftenpostenukensnytt,1910,
203302864,buskerudsamtstidendedrammen,1910,
203938865,lofotposten,1910,
202023327,bergensaftenbladbergenattenattini,1910,Bergen
203870327,buskerudsblad,1910,
201556894,socialdemokraten,1910,Oslo
202050572,bodotidende,1910,Bodø
201775801,tromsoeposten,1910,Tromsø
201152840,nedenaesamtstidende,1910,Risør
200027826,agder,1910,
201345475,osterdolen,1910,Tynset
200027903,agder,1910,
200044402,agderposten,1910,Arendal
201600187,solungen,1910,Kongsvinger
202023390,bergensaftenbladbergenattenattini,1910,Bergen
202568236,nordfjord,1910,
202059887,breviksposten,1910,Porsgrunn
203402158,soendhordland,1910,
203020060,askerogbaerumsbudstikke,1910,Bærum
203125173,indtrondelagen,1910,
200886131,kysten,1910,Oslo
200886143,kysten,1910,Oslo
202609747,nordtroenderen,1910,
202642189,oplandenesavis,1910,Hamar
201170394,nordkapp,1910,
201316102,ofotenstidende,1910,Narvik
201797834,trondhjemsadresseavis,1910,Trondheim
201975110,akershuspostenlillestroemnitten,1910,Lørenskog
200311124,dagbladet,1910,Oslo
200676405,grimstadadressetiden,1910,Grimstad
201217586,nordlys,1910,Tromsø
200310924,dagbladet,1910,Oslo
201477523,romsdalsbudstikke,1910,Molde
204463539,Hamar Stiftstidende ,1910,Hamar
201276581,norgessjoefartstidende,1910,Oslo
200866343,kongsbergdagblad,1910,Kongsberg
201629305,stjordalensblad,1910,Stjørdal
200601752,fredriksstadtilskuer,1910,Fredrikstad
202944614,aftenposten,1910,Oslo
202609774,nordtroenderen,1910,
201035913,morgenbladet,1910,Oslo
203117043,indheredsposten,1910,
202521416,moldeannonceblad,1910,
201345546,osterdolen,1910,Tynset
204537356,Bergensposten Fram (Bergen 1892-1893) ,1910,Bergen
202609804,nordtroenderen,1910,
201345488,osterdolen,1910,Tynset
202483281,langesundsposten,1910,
202601685,nordretrondhjemsamtstidende,1910,
200253799,bratsbergdemokraten,1910,Skien
202756595,romsdalstidende,1910,
202242334,fredrikshaldstilskuer,1910,Halden
202452201,jarlsbergoglarviksamtstidende,1910,Larvik
201035566,morgenbladet,1910,Oslo
204453028,unglyden ,1910,Voss
201035576,morgenbladet,1910,Oslo
201170462,nordkapp,1910,
204241532,gudbrandsdalensfolkebladgjoevik,1910,
200601708,fredriksstadtilskuer,1910,Fredrikstad
202060015,breviksposten,1910,Porsgrunn
204241537,gudbrandsdalensfolkebladgjoevik,1910,
202474867,kristiansundspostenatten,1910,
201781584,tromsoestiftstidende,1910,Tromsø
203358803,oevresmaalenene,1910,Indre Østfold
202040939,bergensannoncetidende,1910,
202609706,nordtroenderen,1910,
201276601,norgessjoefartstidende,1910,Oslo
200866155,kongsbergdagblad,1910,Kongsberg
202060001,breviksposten,1910,Porsgrunn
200676466,grimstadadressetiden,1910,Grimstad
201471567,romsdalsamtstidende,1910,Kristiansund
202944438,aftenposten,1910,Oslo
202495522,lindesnes,1910,Mandal
202579983,nordlandsfolkeblad,1910,
200455115,faedrelandsvennen,1910,Kristiansand
200562478,flekkefjordsposten,1910,
200601547,fredriksstadtilskuer,1910,Fredrikstad
200562605,flekkefjordsposten,1910,
202181406,farsundsavis,1910,Farsund
201557046,socialdemokraten,1910,Oslo
202222890,folketidendetrondheimattennittien,1910,Trondheim
202495568,lindesnes,1910,Mandal
200642818,gjengangeren,1910,Horten
200811196,helgelandsblad,1910,
202642271,oplandenesavis,1910,Hamar
201671739,svelviksposten,1910,Drammen
200886197,kysten,1910,Oslo
200667860,glommendalen,1910,Kongsvinger
202609735,nordtroenderen,1910,
202424232,indlandsposten,1910,
201345563,osterdolen,1910,Tynset
202452090,jarlsbergoglarviksamtstidende,1910,Larvik
202944554,aftenposten,1910,Oslo
200911485,lillehammertilskuer,1910,Lillehammer
201471495,romsdalsamtstidende,1910,Kristiansund
201556792,socialdemokraten,1910,Oslo
201993090,arbeidet,1910,Bergen
201276578,norgessjoefartstidende,1910,Oslo
202424298,indlandsposten,1910,
200217659,bergenstidende,1910,Bergen
203455695,vestfoldsandefjordatten,1910,
201309804,oeieren,1910,
202452180,jarlsbergoglarviksamtstidende,1910,Larvik
200694024,gudbrandsdoelen,1910,Lillehammer
202158942,egersundsposten,1910,Eigersund
202944634,aftenposten,1910,Oslo
201217550,nordlys,1910,Tromsø
201950713,agderposten,1910,Arendal
204729954,Laagendalsposten ,1910,Kongsberg
201573020,sogningen,1910,Sogndal
203430337,tunsbergeren,1910,
202621895,norskkundgjoerelsestidende,1910,Oslo
201276535,norgessjoefartstidende,1910,Oslo
200311173,dagbladet,1910,Oslo
202495507,lindesnes,1910,Mandal
200455104,faedrelandsvennen,1910,Kristiansand
200602393,fremover,1910,Narvik
201594597,sognstidend,1910,Sogndal
201109355,mosstilskuer,1910,Moss
201979107,akersposten,1910,Oslo
201817138,tvedestrandsposten,1910,Tvedestrand
200752881,harstadtidende,1910,Harstad
201035885,morgenbladet,1910,Oslo
200562482,flekkefjordsposten,1910,
200044502,agderposten,1910,Arendal
202756612,romsdalstidende,1910,
202012926,baerumogaskersblad,1910,
201798038,trondhjemsadresseavis,1910,Trondheim
200217310,bergenstidende,1910,Bergen
200455169,faedrelandsvennen,1910,Kristiansand
203455856,vestfoldsandefjordatten,1910,
201035687,morgenbladet,1910,Oslo
200866194,kongsbergdagblad,1910,Kongsberg
204293452,vestoplaendingen,1910,
201345541,osterdolen,1910,Tynset
203644366,aftenpostenukensnytt,1910,
203118899,indherred,1910,Steinkjer
200525813,finnmarksposten,1910,Nordkapp
203358889,oevresmaalenene,1910,Indre Østfold
203303002,buskerudsamtstidendedrammen,1910,
203455825,vestfoldsandefjordatten,1910,
200311167,dagbladet,1910,Oslo
204642692,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200311165,dagbladet,1910,Oslo
202302522,grimstadposten,1910,
201557033,socialdemokraten,1910,Oslo
201035507,morgenbladet,1910,Oslo
204720957,Laagendalsposten ,1910,Kongsberg
204319037,gjoviksbladattenattifire,1910,
203125147,indtrondelagen,1910,
201950852,agderposten,1910,Arendal
201505913,sandefjordsblad,1910,Sandefjord
201276516,norgessjoefartstidende,1910,Oslo
203358885,oevresmaalenene,1910,Indre Østfold
200694028,gudbrandsdoelen,1910,Lillehammer
202554168,namdalensblad,1910,
200525825,finnmarksposten,1910,Nordkapp
204494460,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200928382,lillesandsposten,1910,Lillesand
203803843,nordland,1910,
203433355,tvedestrandogomegnsavis,1910,
200217448,bergenstidende,1910,Bergen
200667849,glommendalen,1910,Kongsvinger
200525808,finnmarksposten,1910,Nordkapp
200811175,helgelandsblad,1910,
201276412,norgessjoefartstidende,1910,Oslo
202495584,lindesnes,1910,Mandal
203303062,buskerudsamtstidendedrammen,1910,
204319021,gjoviksbladattenattifire,1910,
200525834,finnmarksposten,1910,Nordkapp
202601767,nordretrondhjemsamtstidende,1910,
201833939,valdres,1910,Nord-Aurdal
202541172,mossavis,1910,Moss
202944564,aftenposten,1910,Oslo
200911475,lillehammertilskuer,1910,Lillehammer
201993165,arbeidet,1910,Bergen
200455082,faedrelandsvennen,1910,Kristiansand
203302852,buskerudsamtstidendedrammen,1910,
203841331,buskerudsblad,1910,
201276374,norgessjoefartstidende,1910,Oslo
202621708,norskkundgjoerelsestidende,1910,Oslo
202040878,bergensannoncetidende,1910,
203153736,nordenfjeldsktidende,1910,Levanger
201975040,akershuspostenlillestroemnitten,1910,Lørenskog
200217503,bergenstidende,1910,Bergen
203198951,stavangeraftenblad,1910,Stavanger
201452098,romerikesblad,1910,Lillestrøm
202023371,bergensaftenbladbergenattenattini,1910,Bergen
201035272,morgenbladet,1910,Oslo
200911508,lillehammertilskuer,1910,Lillehammer
202521396,moldeannonceblad,1910,
200253840,bratsbergdemokraten,1910,Skien
200886078,kysten,1910,Oslo
202944635,aftenposten,1910,Oslo
202585475,nordlandsposten,1910,Bodø
201505958,sandefjordsblad,1910,Sandefjord
201035343,morgenbladet,1910,Oslo
204630950,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
201163465,nordisktidende,1910,
200866270,kongsbergdagblad,1910,Kongsberg
201556909,socialdemokraten,1910,Oslo
202790728,soendmoerefolkeblad,1910,
203433333,tvedestrandogomegnsavis,1910,
200217605,bergenstidende,1910,Bergen
203165872,nordrebergenhusamtstidende,1910,Kinn
201629218,stjordalensblad,1910,Stjørdal
200525863,finnmarksposten,1910,Nordkapp
203165814,nordrebergenhusamtstidende,1910,Kinn
203455678,vestfoldsandefjordatten,1910,
201471479,romsdalsamtstidende,1910,Kristiansund
202536051,mossaftenblad,1910,
200928349,lillesandsposten,1910,Lillesand
204026785,helgeland,1910,
202621781,norskkundgjoerelsestidende,1910,Oslo
200602321,fremover,1910,Narvik
202479232,landmandsposten,1910,
202944629,aftenposten,1910,Oslo
200253732,bratsbergdemokraten,1910,Skien
200601561,fredriksstadtilskuer,1910,Fredrikstad
202601707,nordretrondhjemsamtstidende,1910,
201975086,akershuspostenlillestroemnitten,1910,Lørenskog
202500300,listerfarsundatten,1910,
201477544,romsdalsbudstikke,1910,Molde
201309842,oeieren,1910,
201035322,morgenbladet,1910,Oslo
200436758,dunderlandsdoelen,1910,Rana
201950759,agderposten,1910,Arendal
202536048,mossaftenblad,1910,
201594596,sognstidend,1910,Sogndal
202568273,nordfjord,1910,
204350991,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200694012,gudbrandsdoelen,1910,Lillehammer
201035826,morgenbladet,1910,Oslo
203411629,soloerposten,1910,
202474850,kristiansundspostenatten,1910,
202050505,bodotidende,1910,Bodø
200811242,helgelandsblad,1910,
200310846,dagbladet,1910,Oslo
200886002,kysten,1910,Oslo
201556875,socialdemokraten,1910,Oslo
200217622,bergenstidende,1910,Bergen
200311093,dagbladet,1910,Oslo
200436792,dunderlandsdoelen,1910,Rana
203153793,nordenfjeldsktidende,1910,Levanger
202944891,aftenposten,1910,Oslo
201276562,norgessjoefartstidende,1910,Oslo
200601643,fredriksstadtilskuer,1910,Fredrikstad
200217458,bergenstidende,1910,Bergen
200911482,lillehammertilskuer,1910,Lillehammer
203455589,vestfoldsandefjordatten,1910,
203185196,ranenstidende,1910,Hemnes
202642167,oplandenesavis,1910,Hamar
202222881,folketidendetrondheimattennittien,1910,Trondheim
204033645,narviktidende,1910,
202786839,skandinaven,1910,
202410695,hordalandfolkeblad,1910,Kvam
203358843,oevresmaalenene,1910,Indre Østfold
202621749,norskkundgjoerelsestidende,1910,Oslo
200623917,fremtiden,1910,Drammen
201817050,tvedestrandsposten,1910,Tvedestrand
202158969,egersundsposten,1910,Eigersund
200866332,kongsbergdagblad,1910,Kongsberg
202023495,bergensaftenbladbergenattenattini,1910,Bergen
200358168,dagensnytt,1910,
204151347,fjordenestidende,1910,
203455824,vestfoldsandefjordatten,1910,
203682644,nordland,1910,
202483313,langesundsposten,1910,
204319106,gjoviksbladattenattifire,1910,
203198833,stavangeraftenblad,1910,Stavanger
203803181,oerebladet,1910,
200455021,faedrelandsvennen,1910,Kristiansand
203781880,oerebladet,1910,
200886209,kysten,1910,Oslo
202222981,folketidendetrondheimattennittien,1910,Trondheim
201950740,agderposten,1910,Arendal
204318994,gjoviksbladattenattifire,1910,
203430427,tunsbergeren,1910,
204293424,vestoplaendingen,1910,
200866328,kongsbergdagblad,1910,Kongsberg
201477499,romsdalsbudstikke,1910,Molde
202642241,oplandenesavis,1910,Hamar
201477494,romsdalsbudstikke,1910,Molde
201572949,sogningen,1910,Sogndal
203125164,indtrondelagen,1910,
201798070,trondhjemsadresseavis,1910,Trondheim
200866280,kongsbergdagblad,1910,Kongsberg
201775788,tromsoeposten,1910,Tromsø
201556900,socialdemokraten,1910,Oslo
202601749,nordretrondhjemsamtstidende,1910,
200564545,foerstemai,1910,Stavanger
202239751,fredrikshaldsavis,1910,
202601744,nordretrondhjemsamtstidende,1910,
202495489,lindesnes,1910,Mandal
200752838,harstadtidende,1910,Harstad
203455577,vestfoldsandefjordatten,1910,
204492620,Hamar Stiftstidende ,1910,Hamar
201409749,ranenstidende,1910,Hemnes
200253823,bratsbergdemokraten,1910,Skien
203302876,buskerudsamtstidendedrammen,1910,
203303138,buskerudsamtstidendedrammen,1910,
200642939,gjengangeren,1910,Horten
200564572,foerstemai,1910,Stavanger
200455099,faedrelandsvennen,1910,Kristiansand
201833968,valdres,1910,Nord-Aurdal
201035717,morgenbladet,1910,Oslo
204241620,gudbrandsdalensfolkebladgjoevik,1910,
201556816,socialdemokraten,1910,Oslo
201560783,soendretrondhjemsamtstidende,1910,Orkdal
201973534,akershusfolkebladdroebak,1910,Oslo
200217395,bergenstidende,1910,Bergen
202756653,romsdalstidende,1910,
203117026,indheredsposten,1910,
202050574,bodotidende,1910,Bodø
201594640,sognstidend,1910,Sogndal
202023207,bergensaftenbladbergenattenattini,1910,Bergen
200602360,fremover,1910,Narvik
202222710,folketidendetrondheimattennittien,1910,Trondheim
203591793,aftenpostenukensnytt,1910,
202424246,indlandsposten,1910,
201276444,norgessjoefartstidende,1910,Oslo
201345500,osterdolen,1910,Tynset
203117059,indheredsposten,1910,
200311189,dagbladet,1910,Oslo
201035564,morgenbladet,1910,Oslo
203167992,nordrebergenhusfolkeblad,1910,Kinn
203303147,buskerudsamtstidendedrammen,1910,
204389652,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
203650768,salten,1910,
202609708,nordtroenderen,1910,
201797850,trondhjemsadresseavis,1910,Trondheim
200866221,kongsbergdagblad,1910,Kongsberg
203430447,tunsbergeren,1910,
203396270,skotfosavisnittennullen,1910,
200831092,indresmaalenenesavis,1910,Indre Østfold
202556305,namdalensfolkeblad,1910,
202579911,nordlandsfolkeblad,1910,
203492812,buskerudsblad,1910,
202536117,mossaftenblad,1910,
201035799,morgenbladet,1910,Oslo
202944551,aftenposten,1910,Oslo
202223011,folketidendetrondheimattennittien,1910,Trondheim
202589647,nordlendingen,1910,
203168045,nordrebergenhusfolkeblad,1910,Kinn
200752854,harstadtidende,1910,Harstad
202790716,soendmoerefolkeblad,1910,
202187080,finmarken,1910,Vardø
202500397,listerfarsundatten,1910,
202302448,grimstadposten,1910,
201781560,tromsoestiftstidende,1910,Tromsø
200525792,finnmarksposten,1910,Nordkapp
203302849,buskerudsamtstidendedrammen,1910,
201477500,romsdalsbudstikke,1910,Molde
200790835,hedemarkensamtstidende,1910,Hamar
202541198,mossavis,1910,Moss
203198896,stavangeraftenblad,1910,Stavanger
201797867,trondhjemsadresseavis,1910,Trondheim
202050588,bodotidende,1910,Bodø
201629250,stjordalensblad,1910,Stjørdal
201163473,nordisktidende,1910,
200676395,grimstadadressetiden,1910,Grimstad
201629221,stjordalensblad,1910,Stjørdal
204281947,saltensfremtid,1910,
203588868,narviktidende,1910,
202944593,aftenposten,1910,Oslo
202239758,fredrikshaldsavis,1910,
204293353,vestoplaendingen,1910,
203402179,soendhordland,1910,
201992854,arbeidet,1910,Bergen
202424320,indlandsposten,1910,
202585474,nordlandsposten,1910,Bodø
201505986,sandefjordsblad,1910,Sandefjord
202242350,fredrikshaldstilskuer,1910,Halden
204603844,Samhold (Gjøvik: 1885-1920) ,1910,Gjøvik
200911491,lillehammertilskuer,1910,Lillehammer
204293473,vestoplaendingen,1910,
201992988,arbeidet,1910,Bergen
202479140,landmandsposten,1910,
203629866,buskerudsblad,1910,
203125158,indtrondelagen,1910,
200601678,fredriksstadtilskuer,1910,Fredrikstad
202541141,mossavis,1910,Moss
203430378,tunsbergeren,1910,
202944210,aftenposten,1910,Oslo
201974977,akershuspostenlillestroemnitten,1910,Lørenskog
203782257,buskerudsblad,1910,
202621676,norskkundgjoerelsestidende,1910,Oslo
200831079,indresmaalenenesavis,1910,Indre Østfold
202505782,listerogmandalsamtstidendeogadresseavis,1910,Lindesnes
201109357,mosstilskuer,1910,Moss
201477488,romsdalsbudstikke,1910,Molde
201035572,morgenbladet,1910,Oslo
200217324,bergenstidende,1910,Bergen
203455844,vestfoldsandefjordatten,1910,
202790769,soendmoerefolkeblad,1910,
202495566,lindesnes,1910,Mandal
203198781,stavangeraftenblad,1910,Stavanger
201797666,trondhjemsadresseavis,1910,Trondheim
201471583,romsdalsamtstidende,1910,Kristiansund
202023288,bergensaftenbladbergenattenattini,1910,Bergen
202786843,skandinaven,1910,
202944272,aftenposten,1910,Oslo
202050532,bodotidende,1910,Bodø
202302533,grimstadposten,1910,
203153765,nordenfjeldsktidende,1910,Levanger
201992991,arbeidet,1910,Bergen
201035432,morgenbladet,1910,Oslo
201035679,morgenbladet,1910,Oslo
200454927,faedrelandsvennen,1910,Kristiansand
200866093,kongsbergdagblad,1910,Kongsberg
202944828,aftenposten,1910,Oslo
201781592,tromsoestiftstidende,1910,Tromsø
203455657,vestfoldsandefjordatten,1910,
202452146,jarlsbergoglarviksamtstidende,1910,Larvik
200811139,helgelandsblad,1910,
202222773,folketidendetrondheimattennittien,1910,Trondheim
200455128,faedrelandsvennen,1910,Kristiansand
200790820,hedemarkensamtstidende,1910,Hamar
203125235,indtrondelagen,1910,
204025528,oerebladet,1910,
203830779,buskerudsblad,1910,
200911519,lillehammertilskuer,1910,Lillehammer
200866271,kongsbergdagblad,1910,Kongsberg
204241580,gudbrandsdalensfolkebladgjoevik,1910,
203125196,indtrondelagen,1910,
202023478,bergensaftenbladbergenattenattini,1910,Bergen
201950836,agderposten,1910,Arendal
202944455,aftenposten,1910,Oslo
201109473,mosstilskuer,1910,Moss
200562456,flekkefjordsposten,1910,
203493183,warensardne,1910,
200886117,kysten,1910,Oslo
201309880,oeieren,1910,
203867492,nordland,1910,
203386791,sarpen,1910,
202479199,landmandsposten,1910,
201505924,sandefjordsblad,1910,Sandefjord
200676353,grimstadadressetiden,1910,Grimstad
200253729,bratsbergdemokraten,1910,Skien
202642164,oplandenesavis,1910,Hamar
200667812,glommendalen,1910,Kongsvinger
200454945,faedrelandsvennen,1910,Kristiansand
202159002,egersundsposten,1910,Eigersund
201276522,norgessjoefartstidende,1910,Oslo
203402197,soendhordland,1910,
203165829,nordrebergenhusamtstidende,1910,Kinn
202786892,skandinaven,1910,
200667827,glommendalen,1910,Kongsvinger
204727978,Laagendalsposten ,1910,Kongsberg
200928397,lillesandsposten,1910,Lillesand
200044421,agderposten,1910,Arendal
202050518,bodotidende,1910,Bodø
200601540,fredriksstadtilskuer,1910,Fredrikstad
200602338,fremover,1910,Narvik
203563799,buskerudsblad,1910,
200311046,dagbladet,1910,Oslo
202057346,breidablik,1910,
201152880,nedenaesamtstidende,1910,Risør
203125186,indtrondelagen,1910,
203411693,soloerposten,1910,
200217661,bergenstidende,1910,Bergen
201309882,oeieren,1910,
201345467,osterdolen,1910,Tynset
204368410,Hamar Stiftstidende ,1910,Hamar
202601671,nordretrondhjemsamtstidende,1910,
203153726,nordenfjeldsktidende,1910,Levanger
204462016,Hamar Stiftstidende ,1910,Hamar
200836038,indtrondelagen,1910,
202060009,breviksposten,1910,Porsgrunn
203167971,nordrebergenhusfolkeblad,1910,Kinn
201109424,mosstilskuer,1910,Moss
200642937,gjengangeren,1910,Horten
200044414,agderposten,1910,Arendal
202424198,indlandsposten,1910,
201170468,nordkapp,1910,
202944718,aftenposten,1910,Oslo
202040961,bergensannoncetidende,1910,
200811227,helgelandsblad,1910,
202410677,hordalandfolkeblad,1910,Kvam
202944696,aftenposten,1910,Oslo
